# this bed file is based on information from NZ_CP007640.gff3/ bed, but the positions are based on Batro
# seqName	start	ende	direction	type1	type2	Name	locus_tag	product
NZ_CP007640.1	100617	100693	+	exon	tRNA	DJ95_RS00120	DJ95_RS00120	tRNA-Met
NZ_CP007640.1	100723	100799	+	exon	tRNA	DJ95_RS00125	DJ95_RS00125	tRNA-Asp
NZ_CP007640.1	100980	101954	+	CDS	gene	DJ95_RS00130	DJ95_RS00130	thiamine-phosphate kinase
NZ_CP007640.1	101970	102446	+	CDS	gene	tsaE	DJ95_RS00135	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE
NZ_CP007640.1	102427	103116	+	CDS	gene	tsaB	DJ95_RS00140	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB
NZ_CP007640.1	103126	103581	+	CDS	gene	rimI	DJ95_RS00145	ribosomal protein S18-alanine N-acetyltransferase
NZ_CP007640.1	103574	104614	+	CDS	gene	tsaD	DJ95_RS00150	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD
NZ_CP007640.1	104833	106764	-	CDS	gene	DJ95_RS00155	DJ95_RS00155	ABC-F family ATP-binding cassette domain-containing protein
NZ_CP007640.1	106905	107417	+	CDS	gene	moaC	DJ95_RS00160	cyclic pyranopterin monophosphate synthase MoaC
NZ_CP007640.1	107414	108061	+	CDS	gene	DJ95_RS00165	DJ95_RS00165	redox-sensing transcriptional repressor Rex
NZ_CP007640.1	108084	108257	+	CDS	gene	tatAY	DJ95_RS00170	sec-independent protein translocase protein TatAY
NZ_CP007640.1	108264	109025	+	CDS	gene	tatC	DJ95_RS00175	twin-arginine translocase subunit TatC
NZ_CP007640.1	109070	109261	-	CDS	gene	DJ95_RS00180	DJ95_RS00180	YdiK family protein
NZ_CP007640.1	109258	109992	-	CDS	gene	DJ95_RS00185	DJ95_RS00185	CPBP family intramembrane metalloprotease
NZ_CP007640.1	110231	110515	+	CDS	gene	groES	DJ95_RS00190	co-chaperone GroES
NZ_CP007640.1	110563	112197	+	CDS	gene	groL	DJ95_RS00195	chaperonin GroEL
NZ_CP007640.1	112675	114465	-	CDS	gene	DJ95_RS00200	DJ95_RS00200	hybrid sensor histidine kinase/response regulator transcription factor
NZ_CP007640.1	114470	115060	-	CDS	gene	DJ95_RS00205	DJ95_RS00205	sensor domain-containing protein
NZ_CP007640.1	115345	117354	+	CDS	gene	DJ95_RS00210	DJ95_RS00210	serine hydrolase
NZ_CP007640.1	117941	118414	-	CDS	pseudogene	DJ95_RS00215	DJ95_RS00215	response regulator transcription factor
NZ_CP007640.1	118407	120911	-	CDS	gene	DJ95_RS00220	DJ95_RS00220	tetratricopeptide repeat protein
NZ_CP007640.1	121145	122212	+	CDS	gene	gutB	DJ95_RS00225	sorbitol dehydrogenase
NZ_CP007640.1	122310	123704	+	CDS	gene	DJ95_RS00230	DJ95_RS00230	MFS transporter
NZ_CP007640.1	123826	124791	+	CDS	gene	DJ95_RS00235	DJ95_RS00235	carbohydrate kinase
NZ_CP007640.1	125229	125909	+	CDS	gene	DJ95_RS00240	DJ95_RS00240	PspA/IM30 family protein
NZ_CP007640.1	125979	127004	+	CDS	gene	DJ95_RS00245	DJ95_RS00245	hypothetical protein
NZ_CP007640.1	127004	127768	+	CDS	gene	DJ95_RS00250	DJ95_RS00250	TPM domain-containing protein
NZ_CP007640.1	127806	128783	+	CDS	gene	DJ95_RS00255	DJ95_RS00255	SPFH domain-containing protein
NZ_CP007640.1	129210	130067	-	CDS	gene	DJ95_RS00260	DJ95_RS00260	anti-sigma-V factor rsiV
NZ_CP007640.1	130067	130564	-	CDS	gene	DJ95_RS00265	DJ95_RS00265	RNA polymerase sigma factor
NZ_CP007640.1	130902	131084	-	CDS	gene	DJ95_RS00270	DJ95_RS00270	hypothetical protein
NZ_CP007640.1	131310	131948	-	CDS	gene	DJ95_RS00275	DJ95_RS00275	nitroreductase family protein
NZ_CP007640.1	131964	132458	-	CDS	gene	DJ95_RS00280	DJ95_RS00280	MarR family transcriptional regulator
NZ_CP007640.1	133133	134554	+	CDS	gene	DJ95_RS00285	DJ95_RS00285	sugar porter family MFS transporter
NZ_CP007640.1	134656	135696	-	CDS	gene	DJ95_RS00290	DJ95_RS00290	2%2C3-butanediol dehydrogenase
NZ_CP007640.1	136265	136633	+	CDS	gene	DJ95_RS00295	DJ95_RS00295	RlpA-like double-psi beta-barrel domain-containing protein
NZ_CP007640.1	136695	137738	+	CDS	gene	DJ95_RS00300	DJ95_RS00300	PD40 domain-containing protein
NZ_CP007640.1	138111	138320	-	CDS	gene	DJ95_RS00305	DJ95_RS00305	cold-shock protein
NZ_CP007640.1	138402	139217	-	CDS	gene	DJ95_RS00310	DJ95_RS00310	alpha/beta hydrolase
NZ_CP007640.1	139234	140244	-	CDS	gene	DJ95_RS00315	DJ95_RS00315	DUF4003 domain-containing protein
NZ_CP007640.1	140351	141892	-	CDS	gene	DJ95_RS00320	DJ95_RS00320	multicopper oxidase family protein
NZ_CP007640.1	141981	143393	-	CDS	gene	gabP	DJ95_RS00325	GABA permease
NZ_CP007640.1	143647	144705	+	CDS	gene	DJ95_RS00330	DJ95_RS00330	acyltransferase family protein
NZ_CP007640.1	144967	145839	+	CDS	gene	DJ95_RS00335	DJ95_RS00335	cation diffusion facilitator family transporter
NZ_CP007640.1	146051	147013	+	CDS	gene	DJ95_RS00340	DJ95_RS00340	MoxR family ATPase
NZ_CP007640.1	147013	148215	+	CDS	gene	DJ95_RS00345	DJ95_RS00345	DUF58 domain-containing protein
NZ_CP007640.1	148237	150435	+	CDS	gene	DJ95_RS00350	DJ95_RS00350	DUF4129 domain-containing protein
NZ_CP007640.1	150608	152149	+	CDS	gene	guaA	DJ95_RS00355	glutamine-hydrolyzing GMP synthase
NZ_CP007640.1	152261	152794	+	CDS	gene	DJ95_RS00360	DJ95_RS00360	sigma-70 family RNA polymerase sigma factor
NZ_CP007640.1	152776	154236	+	CDS	gene	DJ95_RS00365	DJ95_RS00365	DUF4179 domain-containing protein
NZ_CP007640.1	154626	155948	+	CDS	gene	pbuG	DJ95_RS00370	hypoxanthine/guanine permease PbuG
NZ_CP007640.1	156176	156952	+	CDS	gene	DJ95_RS00375	DJ95_RS00375	hypothetical protein
NZ_CP007640.1	157119	157292	+	CDS	gene	DJ95_RS20545	DJ95_RS20545	Fur-regulated basic protein FbpA
NZ_CP007640.1	157489	158043	+	CDS	gene	DJ95_RS00380	DJ95_RS00380	DUF2179 domain-containing protein
NZ_CP007640.1	158043	158240	+	CDS	gene	DJ95_RS00385	DJ95_RS00385	NETI motif-containing protein
NZ_CP007640.1	158554	159042	+	CDS	gene	purE	DJ95_RS00390	5-(carboxyamino)imidazole ribonucleotide mutase
NZ_CP007640.1	159035	160177	+	CDS	gene	purK	DJ95_RS00395	5-(carboxyamino)imidazole ribonucleotide synthase
NZ_CP007640.1	160174	161469	+	CDS	gene	purB	DJ95_RS00400	adenylosuccinate lyase
NZ_CP007640.1	161543	162259	+	CDS	gene	DJ95_RS00405	DJ95_RS00405	phosphoribosylaminoimidazolesuccinocarboxamide synthase
NZ_CP007640.1	162261	162515	+	CDS	gene	purS	DJ95_RS00410	phosphoribosylformylglycinamidine synthase subunit PurS
NZ_CP007640.1	162512	163195	+	CDS	gene	purQ	DJ95_RS00415	phosphoribosylformylglycinamidine synthase subunit PurQ
NZ_CP007640.1	163179	165407	+	CDS	gene	purL	DJ95_RS00420	phosphoribosylformylglycinamidine synthase subunit PurL
NZ_CP007640.1	165383	166813	+	CDS	gene	DJ95_RS00425	DJ95_RS00425	amidophosphoribosyltransferase
NZ_CP007640.1	166919	167959	+	CDS	gene	DJ95_RS00430	DJ95_RS00430	phosphoribosylformylglycinamidine cyclo-ligase
NZ_CP007640.1	167956	168543	+	CDS	gene	purN	DJ95_RS00435	phosphoribosylglycinamide formyltransferase
NZ_CP007640.1	168540	170078	+	CDS	gene	purH	DJ95_RS00440	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
NZ_CP007640.1	170094	171362	+	CDS	gene	purD	DJ95_RS00445	phosphoribosylamine--glycine ligase
NZ_CP007640.1	171404	171826	-	CDS	gene	DJ95_RS00450	DJ95_RS00450	Lrp/AsnC family transcriptional regulator
NZ_CP007640.1	171972	173222	+	CDS	gene	DJ95_RS00455	DJ95_RS00455	amino acid permease
NZ_CP007640.1	173242	173472	-	CDS	gene	DJ95_RS00460	DJ95_RS00460	DUF2892 domain-containing protein
NZ_CP007640.1	173603	175345	+	CDS	gene	DJ95_RS00465	DJ95_RS00465	adenine deaminase
NZ_CP007640.1	175372	176367	+	CDS	gene	DJ95_RS00470	DJ95_RS00470	DUF3048 domain-containing protein
NZ_CP007640.1	176370	176684	+	CDS	gene	DJ95_RS00475	DJ95_RS00475	hypothetical protein
NZ_CP007640.1	176720	178294	-	CDS	gene	DJ95_RS00480	DJ95_RS00480	FMN-binding glutamate synthase family protein
NZ_CP007640.1	178546	179235	+	CDS	gene	DJ95_RS00485	DJ95_RS00485	heptaprenylglyceryl phosphate synthase
NZ_CP007640.1	179295	181514	+	CDS	gene	pcrA	DJ95_RS00490	DNA helicase PcrA
NZ_CP007640.1	181539	183545	+	CDS	gene	ligA	DJ95_RS00495	NAD-dependent DNA ligase LigA
NZ_CP007640.1	183606	184754	+	CDS	gene	DJ95_RS00500	DJ95_RS00500	CamS family sex pheromone protein
NZ_CP007640.1	185059	186060	+	CDS	gene	DJ95_RS00505	DJ95_RS00505	phosphotransferase enzyme family protein
NZ_CP007640.1	186143	186841	-	CDS	gene	DJ95_RS00510	DJ95_RS00510	MgtC/SapB family protein
NZ_CP007640.1	186958	188436	-	CDS	gene	putP	DJ95_RS00515	sodium/proline symporter PutP
NZ_CP007640.1	188851	189141	+	CDS	gene	gatC	DJ95_RS00520	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC
NZ_CP007640.1	189157	190614	+	CDS	gene	gatA	DJ95_RS00525	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA
NZ_CP007640.1	190628	192058	+	CDS	gene	gatB	DJ95_RS00530	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB
NZ_CP007640.1	192093	192950	-	CDS	gene	DJ95_RS00535	DJ95_RS00535	TetR/AcrR family transcriptional regulator
NZ_CP007640.1	193080	196244	+	CDS	gene	DJ95_RS00540	DJ95_RS00540	efflux RND transporter permease subunit
NZ_CP007640.1	196416	197327	+	CDS	gene	DJ95_RS00545	DJ95_RS00545	diacylglycerol kinase
NZ_CP007640.1	197383	198765	+	CDS	gene	rlmD	DJ95_RS00550	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
NZ_CP007640.1	199342	199944	-	CDS	gene	DJ95_RS00555	DJ95_RS00555	response regulator transcription factor
NZ_CP007640.1	200773	201336	+	CDS	gene	DJ95_RS00560	DJ95_RS00560	hypothetical protein
NZ_CP007640.1	201356	201619	+	CDS	gene	DJ95_RS00565	DJ95_RS00565	acyl carrier protein
NZ_CP007640.1	201621	202061	+	CDS	gene	fabZ	DJ95_RS00570	3-hydroxyacyl-ACP dehydratase FabZ
NZ_CP007640.1	202064	203263	+	CDS	gene	DJ95_RS00575	DJ95_RS00575	beta-ketoacyl-[acyl-carrier-protein] synthase family protein
NZ_CP007640.1	203284	204225	+	CDS	gene	DJ95_RS00580	DJ95_RS00580	beta-ketoacyl synthase
NZ_CP007640.1	204246	204959	+	CDS	gene	fabG	DJ95_RS00585	3-oxoacyl-ACP reductase FabG
NZ_CP007640.1	204995	205951	+	CDS	gene	DJ95_RS00590	DJ95_RS00590	ABC transporter ATP-binding protein
NZ_CP007640.1	205952	206827	+	CDS	gene	DJ95_RS00595	DJ95_RS00595	ABC transporter permease
NZ_CP007640.1	207346	207450	-	CDS	gene	DJ95_RS20555	DJ95_RS20555	DUF600 family protein
NZ_CP007640.1	207460	207945	-	CDS	gene	DJ95_RS00600	DJ95_RS00600	antitoxin YezG family protein
NZ_CP007640.1	207962	208438	-	CDS	pseudogene	DJ95_RS20560	DJ95_RS20560	DNA/RNA non-specific endonuclease
NZ_CP007640.1	208615	208980	-	CDS	gene	DJ95_RS21610	DJ95_RS21610	hypothetical protein
NZ_CP007640.1	209112	209755	-	CDS	pseudogene	DJ95_RS00610	DJ95_RS00610	hypothetical protein
NZ_CP007640.1	209895	211010	+	CDS	gene	DJ95_RS00615	DJ95_RS00615	tetratricopeptide repeat protein
NZ_CP007640.1	211010	211132	+	CDS	gene	DJ95_RS00620	DJ95_RS00620	PhrK family phosphatase-inhibitory pheromone
NZ_CP007640.1	211249	212109	+	CDS	gene	DJ95_RS00625	DJ95_RS00625	DMT family transporter
NZ_CP007640.1	212357	213100	+	CDS	pseudogene	DJ95_RS21890	DJ95_RS21890	hypothetical protein
NZ_CP007640.1	213139	214017	+	CDS	gene	DJ95_RS00640	DJ95_RS00640	hypothetical protein
NZ_CP007640.1	214158	215288	+	CDS	gene	DJ95_RS00645	DJ95_RS00645	tetratricopeptide repeat protein
NZ_CP007640.1	215663	216382	+	CDS	gene	DJ95_RS00650	DJ95_RS00650	YebC/PmpR family DNA-binding transcriptional regulator
NZ_CP007640.1	216441	216715	-	CDS	pseudogene	DJ95_RS20565	DJ95_RS20565	transposase
NZ_CP007640.1	217083	217331	+	CDS	gene	DJ95_RS00655	DJ95_RS00655	spore coat associated protein CotJA
NZ_CP007640.1	217315	217578	+	CDS	gene	DJ95_RS00660	DJ95_RS00660	spore coat protein CotJB
NZ_CP007640.1	217592	218161	+	CDS	gene	cotJC	DJ95_RS00665	spore coat protein CotJC
NZ_CP007640.1	218293	218835	+	CDS	gene	DJ95_RS00670	DJ95_RS00670	GNAT family N-acetyltransferase
NZ_CP007640.1	218934	219209	+	CDS	gene	DJ95_RS00675	DJ95_RS00675	YesK-like family protein
NZ_CP007640.1	219352	219972	+	CDS	gene	DJ95_RS00680	DJ95_RS00680	YesL family protein
NZ_CP007640.1	219969	221702	+	CDS	gene	DJ95_RS00685	DJ95_RS00685	sensor histidine kinase
NZ_CP007640.1	221702	222829	+	CDS	gene	DJ95_RS00690	DJ95_RS00690	response regulator
NZ_CP007640.1	222934	224220	+	CDS	gene	DJ95_RS00695	DJ95_RS00695	ABC transporter substrate-binding protein
NZ_CP007640.1	224227	225147	+	CDS	gene	DJ95_RS00700	DJ95_RS00700	sugar ABC transporter permease
NZ_CP007640.1	225151	226044	+	CDS	gene	DJ95_RS00705	DJ95_RS00705	carbohydrate ABC transporter permease
NZ_CP007640.1	226060	227094	+	CDS	gene	DJ95_RS00710	DJ95_RS00710	glycoside hydrolase family 105 protein
NZ_CP007640.1	227118	229442	+	CDS	gene	DJ95_RS00715	DJ95_RS00715	response regulator transcription factor
NZ_CP007640.1	229460	230155	+	CDS	gene	DJ95_RS00720	DJ95_RS00720	rhamnogalacturonan acetylesterase
NZ_CP007640.1	230148	230810	+	CDS	gene	DJ95_RS00725	DJ95_RS00725	DUF1961 family protein
NZ_CP007640.1	230807	231433	+	CDS	gene	DJ95_RS00730	DJ95_RS00730	YesL family protein
NZ_CP007640.1	231554	233422	+	CDS	gene	DJ95_RS00735	DJ95_RS00735	rhamnogalacturonan lyase
NZ_CP007640.1	233475	235313	+	CDS	gene	DJ95_RS00740	DJ95_RS00740	rhamnogalacturonan lyase
NZ_CP007640.1	235421	236074	+	CDS	gene	DJ95_RS00745	DJ95_RS00745	rhamnogalacturonan acetylesterase
NZ_CP007640.1	236081	238072	+	CDS	gene	DJ95_RS00750	DJ95_RS00750	beta-galactosidase
NZ_CP007640.1	238119	240692	+	CDS	gene	DJ95_RS00755	DJ95_RS00755	hypothetical protein
NZ_CP007640.1	240810	242333	+	CDS	gene	DJ95_RS00760	DJ95_RS00760	extracellular solute-binding protein
NZ_CP007640.1	242389	243345	+	CDS	gene	DJ95_RS00765	DJ95_RS00765	sugar ABC transporter permease
NZ_CP007640.1	243370	244257	+	CDS	gene	DJ95_RS00770	DJ95_RS00770	carbohydrate ABC transporter permease
NZ_CP007640.1	244267	245613	+	CDS	gene	DJ95_RS00775	DJ95_RS00775	glucosidase
NZ_CP007640.1	245731	246426	+	CDS	gene	DJ95_RS00780	DJ95_RS00780	DUF421 domain-containing protein
NZ_CP007640.1	246516	246839	-	CDS	gene	hmoA	DJ95_RS00785	heme-degrading oxygenase HmoA
NZ_CP007640.1	246944	247306	-	CDS	gene	DJ95_RS00790	DJ95_RS00790	VOC family protein
NZ_CP007640.1	247521	248390	+	CDS	gene	DJ95_RS00795	DJ95_RS00795	STAS domain-containing protein
NZ_CP007640.1	248648	248824	+	CDS	gene	DJ95_RS20570	DJ95_RS20570	YezD family protein
NZ_CP007640.1	248861	249175	+	CDS	gene	DJ95_RS00800	DJ95_RS00800	hypothetical protein
NZ_CP007640.1	249297	249941	+	CDS	gene	DJ95_RS00805	DJ95_RS00805	Bax inhibitor-1/YccA family protein
NZ_CP007640.1	250131	251201	-	CDS	gene	DJ95_RS00810	DJ95_RS00810	DUF3900 domain-containing protein
NZ_CP007640.1	251373	254558	+	CDS	gene	DJ95_RS00815	DJ95_RS00815	cytochrome P450
NZ_CP007640.1	255288	255881	+	CDS	gene	DJ95_RS00820	DJ95_RS00820	hypothetical protein
NZ_CP007640.1	255874	256167	+	CDS	gene	DJ95_RS00825	DJ95_RS00825	transcriptional regulator
NZ_CP007640.1	256187	257077	+	CDS	gene	DJ95_RS00830	DJ95_RS00830	ABC transporter ATP-binding protein
NZ_CP007640.1	257092	257832	+	CDS	gene	DJ95_RS00835	DJ95_RS00835	ABC transporter permease
NZ_CP007640.1	258513	260435	+	CDS	gene	DJ95_RS00840	DJ95_RS00840	LTA synthase family protein
NZ_CP007640.1	260684	261448	+	CDS	gene	DJ95_RS00845	DJ95_RS00845	glucose-1-phosphate cytidylyltransferase
NZ_CP007640.1	261455	262423	+	CDS	gene	DJ95_RS00850	DJ95_RS00850	GDP-mannose 4%2C6-dehydratase
NZ_CP007640.1	262449	263360	+	CDS	gene	DJ95_RS00855	DJ95_RS00855	hypothetical protein
NZ_CP007640.1	263388	264551	+	CDS	gene	DJ95_RS00860	DJ95_RS00860	glycosyltransferase
NZ_CP007640.1	264566	265501	+	CDS	gene	DJ95_RS00865	DJ95_RS00865	hypothetical protein
NZ_CP007640.1	265545	266777	-	CDS	gene	DJ95_RS00870	DJ95_RS00870	MFS transporter
NZ_CP007640.1	266898	268283	-	CDS	gene	DJ95_RS00875	DJ95_RS00875	amino acid permease
NZ_CP007640.1	268540	269997	+	CDS	gene	DJ95_RS00880	DJ95_RS00880	aldehyde dehydrogenase family protein
NZ_CP007640.1	270016	270870	+	CDS	gene	DJ95_RS00885	DJ95_RS00885	methyl-accepting chemotaxis protein
NZ_CP007640.1	270910	271986	-	CDS	gene	DJ95_RS00890	DJ95_RS00890	glycosyltransferase family 2 protein
NZ_CP007640.1	272202	274091	+	CDS	gene	DJ95_RS00895	DJ95_RS00895	ABC-F family ATP-binding cassette domain-containing protein
NZ_CP007640.1	274207	274629	+	CDS	gene	DJ95_RS00900	DJ95_RS00900	MerR family transcriptional regulator
NZ_CP007640.1	274693	275883	+	CDS	gene	DJ95_RS00905	DJ95_RS00905	MFS transporter
NZ_CP007640.1	276074	276586	+	CDS	gene	DJ95_RS00910	DJ95_RS00910	GNAT family N-acetyltransferase
NZ_CP007640.1	276681	278237	-	CDS	gene	DJ95_RS00915	DJ95_RS00915	ATP-binding cassette domain-containing protein
NZ_CP007640.1	278407	279537	+	CDS	gene	DJ95_RS00920	DJ95_RS00920	DEAD/DEAH box helicase
NZ_CP007640.1	279693	280853	+	CDS	gene	DJ95_RS00925	DJ95_RS00925	tetratricopeptide repeat protein
NZ_CP007640.1	280999	282030	-	CDS	gene	DJ95_RS00930	DJ95_RS00930	NADP-dependent oxidoreductase
NZ_CP007640.1	282157	282954	-	CDS	gene	yfmF	DJ95_RS00935	Fe(3+)-citrate ABC transporter ATP-binding protein YfmF
NZ_CP007640.1	282967	283968	-	CDS	gene	yfmE	DJ95_RS00940	Fe(3+)-citrate ABC transporter permease YfmE
NZ_CP007640.1	283965	284966	-	CDS	gene	DJ95_RS00945	DJ95_RS00945	Fe(3+) dicitrate ABC transporter permease FecD
NZ_CP007640.1	285035	285988	-	CDS	gene	DJ95_RS00950	DJ95_RS00950	ABC transporter substrate-binding protein
NZ_CP007640.1	286093	286461	-	CDS	gene	DJ95_RS00955	DJ95_RS00955	DUF3212 family protein
NZ_CP007640.1	286691	287038	+	CDS	gene	DJ95_RS00960	DJ95_RS00960	general stress protein
NZ_CP007640.1	287248	288507	+	CDS	gene	DJ95_RS00965	DJ95_RS00965	pectate lyase
NZ_CP007640.1	288596	289075	+	CDS	gene	DJ95_RS00970	DJ95_RS00970	GNAT family N-acetyltransferase
NZ_CP007640.1	289638	291074	+	CDS	gene	DJ95_RS00975	DJ95_RS00975	anion permease
NZ_CP007640.1	291184	291891	+	CDS	gene	DJ95_RS00980	DJ95_RS00980	hypothetical protein
NZ_CP007640.1	292023	295635	+	CDS	gene	DJ95_RS00985	DJ95_RS00985	NTTRR-F1 domain
NZ_CP007640.1	296124	296357	-	CDS	gene	DJ95_RS00990	DJ95_RS00990	hypothetical protein
NZ_CP007640.1	296541	298127	+	CDS	gene	DJ95_RS00995	DJ95_RS00995	sensor histidine kinase
NZ_CP007640.1	298146	298832	+	CDS	gene	DJ95_RS01000	DJ95_RS01000	response regulator
NZ_CP007640.1	298844	299806	+	CDS	gene	DJ95_RS01005	DJ95_RS01005	tripartite tricarboxylate transporter substrate binding protein
NZ_CP007640.1	299995	301293	+	CDS	gene	DJ95_RS01010	DJ95_RS01010	CitMHS family transporter
NZ_CP007640.1	301357	302154	+	CDS	gene	DJ95_RS01015	DJ95_RS01015	MBL fold metallo-hydrolase
NZ_CP007640.1	302276	303370	+	CDS	gene	DJ95_RS01020	DJ95_RS01020	nitric oxide synthase
NZ_CP007640.1	303364	303636	-	CDS	gene	DJ95_RS01025	DJ95_RS01025	acylphosphatase
NZ_CP007640.1	303702	304364	+	CDS	gene	DJ95_RS01030	DJ95_RS01030	MOSC domain-containing protein
NZ_CP007640.1	304408	304548	-	CDS	gene	DJ95_RS20585	DJ95_RS20585	YflJ family protein
NZ_CP007640.1	304728	304883	-	CDS	gene	DJ95_RS21230	DJ95_RS21230	hypothetical protein
NZ_CP007640.1	304993	305307	-	CDS	gene	DJ95_RS01035	DJ95_RS01035	DUF3243 domain-containing protein
NZ_CP007640.1	305387	306136	-	CDS	gene	map	DJ95_RS01040	type I methionyl aminopeptidase
NZ_CP007640.1	306309	307670	+	CDS	gene	DJ95_RS01045	DJ95_RS01045	N-acetylglucosamine-specific PTS transporter subunit IIBC
NZ_CP007640.1	307711	309660	-	CDS	gene	DJ95_RS01050	DJ95_RS01050	LTA synthase family protein
NZ_CP007640.1	309922	310296	+	CDS	gene	DJ95_RS01055	DJ95_RS01055	DUF1992 domain-containing protein
NZ_CP007640.1	310387	311787	+	CDS	gene	DJ95_RS01060	DJ95_RS01060	sodium:alanine symporter family protein
NZ_CP007640.1	311950	313362	+	CDS	gene	treP	DJ95_RS01065	PTS system trehalose-specific EIIBC component
NZ_CP007640.1	313441	315135	+	CDS	gene	treC	DJ95_RS01070	alpha%2Calpha-phosphotrehalase
NZ_CP007640.1	315156	315872	+	CDS	gene	treR	DJ95_RS01075	trehalose operon repressor
NZ_CP007640.1	316015	316680	+	CDS	gene	DJ95_RS01080	DJ95_RS01080	NAD(P)H-dependent oxidoreductase
NZ_CP007640.1	316712	321061	-	CDS	gene	DJ95_RS01085	DJ95_RS01085	multifunctional 2'%2C3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase/5'-nucleotidase
NZ_CP007640.1	321310	321825	+	CDS	gene	DJ95_RS01090	DJ95_RS01090	type 1 glutamine amidotransferase
NZ_CP007640.1	321887	322900	-	CDS	gene	DJ95_RS01095	DJ95_RS01095	LacI family DNA-binding transcriptional regulator
NZ_CP007640.1	323075	324295	-	CDS	gene	DJ95_RS01100	DJ95_RS01100	MFS transporter
NZ_CP007640.1	324592	325476	-	CDS	gene	DJ95_RS01105	DJ95_RS01105	shikimate dehydrogenase
NZ_CP007640.1	325560	326321	-	CDS	gene	DJ95_RS01110	DJ95_RS01110	type I 3-dehydroquinate dehydratase
NZ_CP007640.1	326338	327525	-	CDS	gene	DJ95_RS01115	DJ95_RS01115	MFS transporter
NZ_CP007640.1	327925	328140	-	CDS	gene	DJ95_RS01120	DJ95_RS01120	DUF1128 domain-containing protein
NZ_CP007640.1	328460	328930	+	CDS	gene	DJ95_RS01125	DJ95_RS01125	low molecular weight phosphotyrosine protein phosphatase
NZ_CP007640.1	328956	329288	+	CDS	gene	DJ95_RS01130	DJ95_RS01130	hypothetical protein
NZ_CP007640.1	329306	330145	+	CDS	gene	DJ95_RS01135	DJ95_RS01135	YihY family inner membrane protein
NZ_CP007640.1	330346	331521	-	CDS	gene	DJ95_RS01140	DJ95_RS01140	MFS transporter
